,ID,QUESTION
359,12476874527,"The real rate of return from a mining project is 14%. If the inflation rate over the entire life of the mine is 5.5 %, then the nominal rate of return in %, is ______.  (round off up to 2 decimals) "
360,12476874528,"A 35.0 kW motor transmits power to a pulley of 600 mm diameter, which rotates at 400 rpm to drive a flat belt. The tension in the tight side is 2.5 times of the slack side. Neglect all transmission losses. If the maximum allowable tension is 8.0 N per mm of belt width, then the minimum width of the belt in mm, is ______. (round off up to 2 decimals)  "
361,12476874529,"In a development coal face, 12 holes are drilled and charged with explosive. Holes are initiated with electric delay detonators connected in series. The length of a detonator lead wire is 1.5 m. The length of the blasting cable is 120 m.  Data are as given:  Resistance of each detonator : 1.48 Ω , Resistance of lead wire : 0.04 Ω/m , Resistance of one wire of the blasting cable : 0.009 Ω/m. The total resistance of the circuit in Ω, is ______.  (round off up to 2 decimals) "
364,12476874532,"Consider three processes (process id 0, 1, 2 respectively) with compute time bursts 2, 4 and 8 time units. All processes arrive at time zero. Consider the longest remaining time first (LRTF) scheduling algorithm. In LRTF ties are broken by giving priority to the process with the lowest process id. The average turn around time is:
1. 13 units
2. 14 units
3. 15 units
4. 16 units
"
365,12476874533,"Consider three processes, all arriving at time zero, with total execution time of 10, 20 and 30 units, respectively. Each process spends the first 20% of execution time doing I/O, the next 70% of time doing computation, and the last 10% of time doing I/O again. The operating system uses a shortest remaining compute time first scheduling algorithm and schedules a new process either when the running process gets blocked on I/O or when the running process finishes its compute burst. Assume that all I/O operations can be overlapped as much as possible. For what percentage of time does the CPU remain idle?
1. 0%
2. 10.6%
3. 30.0%
4. 89.4%
"
367,12476874535,"A chemical rocket with an ideally expanded flow through the nozzle produces 
5×10^6 N thrust at sea level. The specific impulse of the rocket is 200 s and 
acceleration due to gravity at the sea level is 9.8 m/s^2. The propellent mass flow 
rate out of the rocket nozzle is _________ kg/s (rounded off to the nearest integer). "
369,12476874537,"Consider an artificial satellite moving around the Moon in an elliptic orbit. The 
altitude of the satellite from the Moon’s surface at the perigee is 25 km and that at 
the apogee is 134 km. Assume the Moon to be spherical with a radius of 1737 km. 
The trajectory is considered with reference to a coordinate system fixed to the center 
of mass of the Moon. The ratio of the speed of the satellite at the perigee to that at 
the apogee is ___________ (rounded off to 2 decimal places).  "
373,12476874541,"Consider three CPU-intensive processes, which require 10, 20 and 30 time units and arrive at times 0, 2 and 6, respectively. How many context switches are needed if the operating system implements a shortest remaining time first scheduling algorithm? Do not count the context switches at time zero and at the end."
374,12476874542,"Group 1 contains some CPU scheduling algorithms and Group 2 contains some applications. Match entries in Group 1 to entries in Group 2.

     Group I                          Group II
(P) Gang Scheduling              (1) Guaranteed Scheduling
(Q) Rate Monotonic Scheduling    (2) Real-time Scheduling
(R) Fair Share Scheduling        (3) Thread Scheduling
1. P – 3 Q – 2 R – 1

2. P – 1 Q – 2 R – 3

3. P – 2 Q – 3 R – 1

4. P – 1 Q – 3 R – 2"
375,12476874543,"An operating system uses Shortest Remaining Time first (SRT) process scheduling algorithm. Consider the arrival times and execution times for the following processes:
Process  Execution time  Arrival time
P1             20            0
P2             25            15
P3             10            30
P4             15            45
What is the total waiting time for process P2?"
376,12476874544,"Three processes A, B and C each execute a loop of 100 iterations. In each iteration of the loop, a process performs a single computation that requires tc CPU milliseconds and then initiates a single I/O operation that lasts for tio milliseconds. It is assumed that the computer where the processes execute has sufficient number of I/O devices and the OS of the computer assigns different I/O devices to each process. Also, the scheduling overhead of the OS is negligible. The processes have the following characteristics:

 Process id      tc           tio
     A        100 ms    500 ms
     B        350 ms    500 ms
     C        200 ms    500 ms
The processes A, B, and C are started at times 0, 5 and 10 milliseconds respectively, in a pure time sharing system (round robin scheduling) that uses a time slice of 50 milliseconds. The time in milliseconds at which process C would complete its first I/O operation is ___________."
377,12476874545,"An operating system uses shortest remaining time first scheduling algorithm for pre-emptive scheduling of processes. Consider the following set of processes with their arrival times and CPU burst times (in milliseconds):
Process      Arrival Time    Burst Time
  P1           0               12
  P2           2               4
  P3           3               6
  P4           8               5
The average waiting time (in milliseconds) of the processes is _________."
378,12476874546,"Consider the following set of processes, with the arrival times and the CPU-burst times given in milliseconds
  Process   Arrival Time    Burst Time
    P1          0              5
    P2          1              3
    P3          2              3
    P4          4              1
What is the average turnaround time for these processes with the preemptive shortest remaining processing time first (SRPT) algorithm ?"
379,12476874547,"Consider a uniprocessor system executing three tasks T1, T2 and T3, each of which is composed of an infinite sequence of jobs (or instances) which arrive periodically at intervals of 3, 7 and 20 milliseconds, respectively. The priority of each task is the inverse of its period and the available tasks are scheduled in order of priority, with the highest priority task scheduled first. Each instance of T1, T2 and T3 requires an execution time of 1, 2 and 4 milliseconds, respectively. Given that all tasks initially arrive at the beginning of the 1st milliseconds and task preemptions are allowed, the first instance of T3 completes its execution at the end of ______________ milliseconds."
380,12476874548,"For the processes listed in the following table, which of the following scheduling schemes will give the lowest average turnaround time?
Process    Arrival Time    Processing Time
  A              0              3
  B              1              6
  C              4              4
  D              6              2
1. First Come First Serve
2. Non-preemptive Shortest Job First
3. Shortest Remaining Time
4. Round Robin with Quantum value two
"
381,12476874549,"We wish to schedule three processes P1, P2 and P3 on a uniprocessor system. The priorities, CPU time requirements and arrival times of the processes are as shown below.
 
 Process           Priority                  CPU time required             Arrival time (hh:mm:ss)  
 P1         10(highest)         20 sec         00:00:05
 P2         9         10 sec         00:00:03
 P3         8 (lowest)         15 sec         00:00:00
We have a choice of preemptive or non-preemptive scheduling. In preemptive scheduling, a late-arriving higher priority process can preempt a currently running process with lower priority. In non-preemptive scheduling, a late-arriving higher priority process must wait for the currently executing process to complete before it can be scheduled on the processor.

 What are the turnaround times (time from arrival till completion) of P2 using preemptive and non-preemptive scheduling respectively.

1. 30 sec, 30 sec

2. 30 sec, 10 sec

3. 42 sec, 42 sec

4. 30 sec, 42 sec
"
382,12476874550,"Consider the following snapshot of a system running n processes. Process i is holding Xi instances of a resource R, 1 <= i <= n. currently, all instances of R are occupied. Further, for all i, process i has placed a request for an additional Yi instances while holding the Xi instances it already has. There are exactly two processes p and q such that Yp = Yq = 0. Which one of the following can serve as a necessary condition to guarantee that the system is not approaching a deadlock?
1. min (Xp, Xq) < max (Yk) where k != p and k != q
2. Xp + Xq >= min (Yk) where k != p and k != q
3. max (Xp, Xq) > 1
4. min (Xp, Xq) > 1
"
383,12476874551,"Three concurrent processes X, Y, and Z execute three different code segments that access and update certain shared variables. Process X executes the P operation (i.e., wait) on semaphores a, b and c; process Y executes the P operation on semaphores b, c and d; process Z executes the P operation on semaphores c, d, and a before entering the respective code segments. After completing the execution of its code segment, each process invokes the V operation (i.e., signal) on its three semaphores. All semaphores are binary semaphores initialized to one. Which one of the following represents a deadlockfree order of invoking the P operations by the processes? (GATE CS 2013)

1. X: P(a)P(b)P(c) Y:P(b)P(c)P(d) Z:P(c)P(d)P(a)

2. X: P(b)P(a)P(c) Y:P(b)P(c)P(d) Z:P(a)P(c)P(d)

3. X: P(b)P(a)P(c) Y:P(c)P(b)P(d) Z:P(a)P(c)P(d)

4. X: P(a)P(b)P(c) Y:P(c)P(b)P(d) Z:P(c)P(d)P(a)"
384,12476874552,"For an aircraft moving at 4 km altitude above mean sea level at a Mach number of 
0.2, the ratio of equivalent air speed to true air speed is _______ (rounded off to 2 
decimal places).  
The density of air at mean sea level is 1.225 kg/m^3 and at 4 km altitude is 
0.819 kg/m^3."
385,12476874553,"Dissolving 1.24 g of white phosphorous in boiling NaOH solution in an inert atmosphere gives a gas Q.
The amount of CuSO4 (in g) required to completely consume the gas Q is _______.
"
386,12476874554,"For a general aviation airplane, one of the complex conjugate pair of eigenvalues 
for longitudinal dynamics is given by −0.039 ± 0.0567 𝑖 (in SI units). If the 
system is disturbed to excite only this mode, the time taken for the amplitude of 
response to become half in magnitude is _______ s (rounded off to 1 decimal place). "
387,12476874555,The treatment of an aqueous solution of 3.74 g of Cu(NO3)2 with excess KI results in a brown solution along with the formation of a precipitate. Passing H2S through this brown solution gives another precipitate X. The amount of X (in g) is
388,12476874556,"An airplane of mass 1000 kg is in a steady level flight with a speed of 50 m/s. The 
wing has an elliptic planform with a span of 20 m and planform area 31.4 m^2. 
Assuming the density of air at that altitude to be 1 kg/m^3 and acceleration due to 
gravity to be 10 m/s^2, the induced drag on the wing is _________ N (rounded off to 
1 decimal place). "
389,12476874557,"2 mol of Hg(g) is combusted in a fixed volume bomb calorimeter with excess of O2 at 298 K and 1 atm into HgO(s). During the reaction, temperature increases from 298.0 K to 312.8 K. If heat capacity of the bomb calorimeter and enthalpy of formation of Hg(g) are 20.00 kJ K–1 and 61.32 kJ mol–1 at 298 K, respectively, the calculated standard molar enthalpy of formation of HgO(s) at 298 K is X kJ mol–1. The value of |X| is _______."
390,12476874558,"It is desired to estimate the aerodynamic drag, D, on a car traveling at a speed of  
30 m/s. A one-third scale model of the car is tested in a wind-tunnel following the 
principles of dynamic similarity. The drag on the scaled model is measured to be 
Dm. The ratio D/Dm is _________ (rounded off to 1 decimal place)."
391,12476874559,"f y(x) is the solution of the differential equation xdy – (y2 – 4y)dx = 0 for x > 0, y(1) = 2, and the slope of the curve y = y(x) is never zero, then the value of 10y(√2) is ______."
392,12476874560,"The number of 4-digit integers in the closed interval [2022, 4482] formed by using the digits 0, 2, 3, 4, 6, 7 is ______."
393,12476874561," Let l1, l2, …, l100 be consecutive terms of an arithmetic progression with common difference d1, and let w1, w2, …, w100 be consecutive terms of another arithmetic progression with common difference d2, where d1d2 = 10. For each i = 1, 2, …, 100, let Ri be a rectangle with length li, width wi and area Ai. If A51 − A50 = 1000, then the value of A100 − A90 is ____________."
394,12476874562,"Two fair dice with numbered faces are rolled together. The faces are numbered from 
1 to 6. The probability of getting odd numbers on both the dice is 
________________ (rounded off to 2 decimal places)."
395,12476874563,"A material has Poisson’s ratio 𝜈=0.5 and Young’s modulus E=2500 MPa. The 
percentage change in its volume when subjected to a hydrostatic stress of magnitude 
10 MPa is ______ (answer in integer). "
396,12476874564," In a study about a pandemic, data of 900 persons was collected. It was found that 190 persons had symptom of fever, 220 persons had symptom of cough,220 persons had symptom of breathing problem, 330 persons had symptom of fever or cough or both, 350 persons had symptom of cough or breathing problem or both, 340 persons had symptom of fever or breathing problem or both, 30 persons had all three symptoms (fever, cough and breathing problem). If a person is chosen randomly from these 900 persons, then the probability that the person has at most one symptom is _____________.
"
397,12476874565,"An airplane experiences a net vertical ground reaction of 15000 N during landing. 
The weight of the airplane is 10000 N. The landing vertical load factor, defined as 
the ratio of inertial load to the weight of the aircraft, is __________ (rounded off to 
1 decimal place)."
398,12476874566,"An aircraft with a turbojet engine is flying with 250 m/s speed at an altitude, 
where the density of air is 1 kg/m^3. The inlet area of the engine is 1 m^2. The 
average velocity of the exhaust gases at the exit of the nozzle, with respect to 
aircraft, is 550 m/s. Assume the engine exit pressure is equal to the ambient 
pressure and the fuel-air ratio is negligible. The uninstalled thrust produced  
by the engine at these conditions is "
399,12476874567,"Using thin airfoil theory, the lift coefficient of a NACA 0012 airfoil placed at 5 deg
angle of attack in a uniform flow is _____________ (rounded off to 2 decimal 
places). "
400,12476874568,"The mean and variance of a dataset are 16 and 25, respectively. The coefficient of 
variation of the dataset, in %, is __________. (Rounded off to 2 decimal places)  "
401,12476874569,"The chances for passing an endurance test for three threshers P, Q and R are 1/6, 
1/4, and 1/2, respectively. The probability of passing the endurance test by at least 
one thresher, in fraction, is __________. (Rounded off to 2 decimal places)"
402,12476874570,"The height of adult males at 5th, 50th and 95th percentiles are 162 cm, 173 cm and           
185 cm, respectively. The minimum inside height of the tractor cab required to 
ensure the satisfactory design based on the given data, in cm, is __________. 
(Answer in integer)  "
403,12476874571,"A chain drive is used to transmit power from a DC motor to the shaft of a solar 
energy operated thresher by reducing the speed from 240 rpm to 120 rpm. The 
number of teeth on the driving sprocket is 20 and the pitch circle diameter of the 
driven sprocket is 600 mm. The pitch of the chain used, in mm, is __________. 
(Rounded off to 2 decimal places) "
404,12476874572,"A tractor drawn rotavator with a rotor radius 300 mm has 6 flanges having 3 blades 
in each flange acting in one plane. It is operated at a rotor speed of 180 rpm and a 
forward speed of 3 km.h^-1. Increasing the forward speed as well as the rotor speed 
by 15% each, the change in length of soil slice, in mm, is __________. (Answer in 
integer) "
405,12476874573,"The air standard cycle efficiency of the Otto cycle is 56% and heat supplied is  
12.5 kJ, the heat rejected during the cycle, in kJ, is __________. (Rounded off to 2 
decimal places)  "
406,12476874574,"The slope length of an area having land slope of 6% is reduced to half while other 
conditions are kept unchanged. The reduction in annual soil loss from the area,  
in %, is __________. (Rounded off to 2 decimal places) "
407,12476874575,"The excess water from a watershed of area 16.95 km^2 is drained out through a 
channel at an average rate of 2.8 m^3.s^-1. Drainage coefficient of the watershed,  
in cm, is __________. (Rounded off to 2 decimal places)   "
408,12476874576,"Freshly harvested shrimps of 100 kg having initial temperature of 25 °C are frozen 
to −18 °C. The specific heat (cp) of shrimp above and below freezing point (0 °C) 
are 3.64 kJ.kg^-1.°C^-1 and 2.01 kJ.kg^-1.°C^-1, respectively. Considering the latent heat 
of fusion as 240 kJ.kg^-1, the heat load removed during the process, in kJ, is 
__________. (Rounded off to 1 decimal place)"
409,12476874577,"An indented cylinder type rice grader has been fed with milled rice containing 18 % 
brokens. After separation, head rice stream contains 3 % brokens and the broken 
stream carried away 4 % head rice. The effectiveness of the given rice grader on the 
basis of head rice separation, in fraction, is __________. (Rounded off to 3 decimal 
places) "
410,12476874578,"A projectile is fired from horizontal ground with speed v and projection angle θ. When the acceleration due to gravity is g, the range of the projectile is d. If at the highest point in its trajectory, the projectile enters a different region where the effective acceleration due to gravity is g’= g/0.81, then the new range is d′ = nd. The value of n is _____."
411,12476874579,"A single effect evaporator concentrates 9090 kg.h^-1 herbal extract of 12 % solids 
entering at 300 K to a final solid concentration of 20 %. Assuming negligible product 
loss through vapor, the amount of concentrated product, in kg, is __________. 
(Answer in integer)  "
412,12476874580,"Two spherical stars A and B have densities ρA and ρB, respectively. A and B have the same radius, and their masses MA and MB are related by MB = 2MA. Due to an interaction process, star A loses some of its mass, so that its radius is halved, while its spherical shape is retained, and its density remains ρA. The entire mass lost by A is deposited as a thick spherical shell on B with the density of the shell being ρA. If vA and vB are the escape velocities from A and B after the interaction process, the ratio"
413,12476874581,"A solid sphere of mass 1 kg and radius 1 m rolls without slipping on a fixed inclined plane with an angle of inclination θ = 30° from the horizontal. Two forces of magnitude 1 N each, parallel to the incline, act on the sphere, both at distance r = 0.5 m from the center of the sphere, as shown in the figure. The acceleration of the sphere down the plane is ______ ms–2."
414,12476874582,"At time t = 0, a disk of radius 1 m starts to roll without slipping on a horizontal plane with an angular acceleration of α = ⅔ rad s-2. A small stone is stuck to the disk. At t = 0, it is at the contact point of the disk and the plane. Later, at time t = √π s the stone detaches itself and flies off tangentially from the disk. The maximum height (in m) reached by the stone measured from the plane is
"
415,12476874583,"A rod of length 2 cm makes an angle 2π/3 rad with the principal axis of a thin convex lens. The lens has a focal length of 10 cm and is placed at a distance of 40/3 cm from the object as shown in the figure. The height of the image is (30√3)/13 cm and the angle made by it with respect to the principal axis is α rad. The value of α is π/n rad, where n is"
416,12476874584,"Consider an LC circuit, with inductance L = 0.1 H and capacitance C = 10–3 F, kept on a plane. The area of the circuit is 1 m2. It is placed in a constant magnetic field of strength B0, which is perpendicular to the plane of the circuit. At time t = 0, the magnetic field strength starts increasing linearly as B = B0 + βt with β = 0.04 Ts–1. The maximum magnitude of the current in the circuit is _____ mA."
417,12476874585,"Let m[0]…m[4] be mutexes (binary semaphores) and P[0] …. P[4] be processes. Suppose each process P[i] executes the following:
  wait (m[i]); wait(m[(i+1) mode 4]);
  ------
  release (m[i]); release (m[(i+1)mod 4]); 
This could cause:
1. Thrashing
2. Deadlock
3. Starvation, but not deadlock
4. None of the above"
418,12476874586,A system has 6 identical resources and N processes competing for them. Each process can request atmost 2 resources. Which one of the following values of N could lead to a deadlock?
419,12476874587,"Consider the following policies for preventing deadlock in a system with mutually exclusive resources.
I. Processes should acquire all their resources at the 
   beginning of execution.  If any resource is not  
   available, all resources acquired so far are released.
II. The resources are numbered uniquely, and processes are 
    allowed to request for resources only in increasing 
    resource numbers.
III. The resources are numbered uniquely, and processes are
     allowed to request  for resources only in decreasing 
     resource numbers.
IV. The resources are numbered uniquely. A process is allowed
    to request only for a resource with resource number larger
    than its currently held resources.
Which of the above policies can be used for preventing deadlock?
1. Any one of I and III but not II or IV
2. Any one of I, III and IV but not II
3. Any one of II and III but not I or IV
4. Any one of I, II, III and IV"
420,12476874588,"What is the minimum number of resources required to ensure that deadlock will never occur, if there are currently three processes P1, P2 and P3 running in a system whose maximum demand for the resources of same type are 3, 4, and 5 respectively."
421,12476874589,"A total of 9 units of a resource type available, and given the safe state shown below, which of the following sequence will be a safe state?
Process   Used    Max
  P1        2      7
  P2        1      6
  P3        2      5
  P4        1      4
1. (P4, P1, P3, P2)
2. (P4, P2, P1, P3)
3. (P4, P2, P3, P1)
4. (P3, P1, P2, P4)"
422,12476874590,"Consider a system having ""n"" resources of same type. These resources are shared by 3 processes, A, B, C. These have peak demands of 3, 4, and 6 respectively. For what value of ""n"" deadlock won't occur"
423,12476874591,"For problems X and Y, Y is NP-complete and X reduces to Y in polynomial time. Which of the following is TRUE?
1. If X can be solved in polynomial time, then so can Y
2. X is NP-complete
3. X is NP-hard
4. X is in NP, but not necessarily NP-complete"
424,12476874592,"A farmer desires to run a diesel engine developing a brake power of 1.5 kW, 
continuously for 2 hours using biogas and diesel in a dual fuel mode. If gas 
requirement for running the engine in dual fuel mode is 0.67 m^3.kW^-1.h^-1, the 
minimum size of KVIC model biogas plant with a gas holding capacity of 60 % 
suitable for running this diesel engine, in m^3, is __________. (Answer in integer)"
425,12476874593,"An accelerator mounted to the waist of a seated tractor operator records an RMS 
acceleration of 2.5 m.s^-2. By improving the seat design, the vibration acceleration 
level is decreased by 5 dB. After improvement, the RMS acceleration, in m.s^-2, is 
__________. (Rounded off to 3 decimal places) "
426,12476874594,"A two-wheel drive tractor having a total weight of 20 kN is pulling an implement at 
an actual speed of 3 km.h^-1. The ratio of axle power (kW) to dynamic weight (kN) on 
the rear axle is expressed as 1.79/V, where, V is the theoretical forward speed in  
km.h^-1. During pulling the implement, the weight distribution on the front and rear 
axles of the tractor is 40 % and 60 % of the total weight, respectively, with wheel slip 
12 % and coefficient of net traction 0.42. The tractive efficiency, in %, is 
__________. (Rounded off to 2 decimal places) "
427,12476874595,"A tractor drawn boom type sprayer fitted with 12 nozzles at a spacing of 50 cm is 
used to carryout spraying at a forward speed of 3.5 km.h^-1 and nozzle pressure of             
250 kPa for an application rate of 1.5 m^3.ha^-1. Out of the total discharge from the 
pump, 12 % is bypassed to the liquid tank and the total pressure drop in all pipe lines 
from the pump is 10 % of the pressure developed by the pump. Considering the pump 
efficiency as 60 %, if the nozzle pressure is increased by 10 %, the power required to 
operate the pump, in kW, is __________. (Rounded off to 3 decimal places) "
428,12476874596,"A catchment with 5 rain gauge stations recorded annual rainfall of 90, 100, 80, 120, 
and 110 cm, respectively. Considering 5 % error in estimation of the mean annual 
rainfall, additional number of rain gauge stations required is __________. (Answer in 
integer) "
429,12476874597,"A soil sample of diameter 70 mm was used for constant head permeability test. The 
observed head loss was 80 mm in the soil sample length of 100 mm and water 
collected in one minute was 60 mL. The coefficient of permeability, in mm.s^-1, is 
__________. (Rounded off to 2 decimal places)  "
430,12476874598,"In an area, one tubewell of 15 cm diameter was operating such that groundwater table 
is 40 m above the bottom of screen. The groundwater formation has permeability (K) 
as 20 m.d-1 and well has radius of influence of 980 m with a maximum drawdown of 
12 m. After some time, a second tubewell of same size was installed at a distance of 
500 m from the first tubewell. If both the tubewells are running simultaneously and 
have equal discharge, the loss of discharge in the first tubewell due to installation of 
the second tubewell, in %, is __________. (Rounded off to 2 decimal places) "
431,12476874599,"In a semi-arid region with land slope of 3 %, contour bunding is planned to conserve 
and store the rain water. In 10 years return period, the daily effective rainfall is 
estimated as 20 cm maximum in the region. If the horizontal spacing between the 
bunds is 30 m, the designed height of the bund, in m, is __________. (Rounded off to 
2 decimal places) "
432,12476874600,"A single acting reciprocating pump, running at 40 rpm, has piston of 20 cm diameter 
and stroke length of 40 cm. The suction and delivery heads are 5 m and 20 m, 
respectively. Assuming overall pump efficiency as 80 %, the power requirement of 
the pump, in kW, is __________. (Rounded off to 2 decimal places) "
433,12476874601,"A steam jacketed kettle is filled with a 250 kg liquid food with a specific heat of  
3.1 kJ.kg^-1.K^-1. Steam used at 121 °C has a heat transfer coefficient of 2 kW.m^-2.K^-1. 
The area of heat transfer is 0.15 m^2. Using lumped capacity method, the time required 
to heat the product from 30 °C to 95 °C, in minutes, is __________. (Rounded off to 
2 decimal places) "
434,12476874602,"Fruit juice entering at 30 °C is being pasteurized in a double pipe counter flow heat 
exchanger using hot water entering at 97 °C and leaving at 65 °C. Specific heat of 
juice and water are 3.8 kJ.kg^-1.K^-1 and 4.2 kJ.kg^-1.K^-1, respectively. Flow rate of juice 
is 0.3 kg.s^-1 and that of water is 0.4 kg.s^-1. Considering an overall heat transfer 
coefficient of 1 kW.m^-2.K^-1, the area of heat exchanger required, in m^2, is 
__________. (Rounded off to 3 decimal places) "
435,12476874603,"Mango pulp at an initial temperature of 25 °C and a moisture content of 70 % (wb) is 
to be dried into leather to a final moisture content of 10 % (wb) using hot air at  
95 °C. The latent heat of vaporization of water at 95 °C and at standard atmospheric 
pressure is 2250 kJ.kg^-1. Considering the specific heat of mango pulp as                        
3.8 kJ.kg^-1.°C^-1, the energy required for drying per kg of mango pulp, in kJ, is 
__________. (Rounded off to 1 decimal place)   "
436,12476874604,"Fish fillets at −1 °C are being frozen in Individual Quick Freezing (IQF) system using 
air at −40 °C.  The product has a characteristic dimension of 10 cm with a density of 
1200 kg.m^-3. Thermal conductivity of the product is 2.5 W.m^-2.K^-1, the convective 
heat transfer coefficient is 100 W.m^-2.K^-1 and the latent heat of fusion is 300 kJ.kg^-1. 
If the fillet is considered as an infinite plate, the freezing time, in minutes, is 
__________. (Rounded off to 2 decimal places) "
437,12476874605,"A ramp with a slope of 1:12 is required for wheelchair access. Intermediate landings 
of length 1.5 m each have to be provided after every 9 m running length. The  
running length of a straight ramp including landing, to negotiate a level difference 
of 900 mm vertical height, in m, is _____________ (rounded off to two decimal 
places). "
438,12476874606,"At present, the cost of a new office equipment is 50,000 (in Indian Rupees). It has 
15% salvage value after a useful life of 5 years. Using straight line method of 
depreciation, the book value of the equipment 3 years from now, in Indian Rupees, 
will be _____________ (in integer). "
439,12476874607,"A real estate developer is developing a township on a PPP mode. The total area of 
the site is 2.672 hectares with an allowable FAR of 2.25, of which 20% is earmarked 
for MIG category. The gross area of each MIG unit including common areas and 
services is 72 m^2. Assuming super built up area to be same as FAR, the  
maximum number of MIG apartments that can be constructed  
is _____________ (in integer). "
440,12476874608,"A group of four people were residing together when a new virus was detected. If 
the probability of each person being infected is 0.1, then the probability that at least 
two of them are infected is ____. Give your answer rounded off to 3 decimal places.  "
441,12476874609,"A cylindrical engineered tissue was developed with a diameter of 2 cm, height of 3 
cm and Young’s modulus of 20 MPa. If an axial tensile force of 10 N is applied, the 
percentage change in the height of the tissue is ______ %. Give your answer 
rounded off to 2 decimal places. "
442,12476874610,"The measured current through a device is 5 A, the voltage measured across the 
device is 20 V. The ammeter and the voltmeter used for these measurements have 
a measurement uncertainty of 1% each. The maximum error in estimation of 
impedance of the device is _______ mΩ. Give your answer rounded to the nearest 
integer. "
443,12476874611,"A DNA extract solution with a concentration of 15 ng/µL placed in a micro-cuvette of 
sample thickness 0.5 mm gave an absorbance of 0.24 at a wavelength of 260 nm in a 
spectrophotometer. After further concentration, the sample was found to give an 
absorbance of 0.38 at the same wavelength under identical conditions. The final 
concentration of the sample is ______ ng/µL. (Give your answer rounded off to 2 
decimal places.) "
444,12476874612,"An X-ray beam of initial intensity I0 of 70 keV imaging the chest is assumed to undergo 
attenuation through the muscle tissue for a thickness of 16 cm and further through the 
bone tissue for a thickness of 4 cm. The half value layer (HVL) thicknesses for the 
muscle and bone are 3.5 cm and 1.8 cm, respectively. The percentage of X-ray 
intensity transmitted through the body is ______. Give your answer rounded off to 2 
decimal places."
445,12476874613,"A person standing one meter away from a 4000 curie radioactive source receives a 
lethal dose of radiation in about 5 minutes. At 3 meters away from the same source, 
the time in which he will receive the same lethal dose is ______ minutes. Give your 
answer rounded off to the nearest integer."
446,12476874614,"The bandwidth of ECG signal ranges from 0.5 Hz to 100 Hz. If a single ADC is used 
to digitize data from 8 ECG channels then the minimum ADC sampling rate is ______ 
Hz. Give your answer rounded off to the nearest integer."
447,12476874615,"A bio-potential signal of 4 mV on the skin surface was fed to an amplifier with a 
differential gain of 2000. The noise in the signal is 1000 mV. If the amplifier output 
produces a noise output of 200 mV, the common mode rejection ratio of the amplifier 
is ______ dB. Give your answer rounded to the nearest integer."
448,12476874616,"In a motor nerve conduction velocity experiment, the distance between the distal and 
the recording sites is 4 cm and the distance between the proximal and the recording 
sites is 24 cm. The distal and proximal latencies were recorded as 6 ms and 10 ms, 
respectively. The nerve conduction velocity is _____ meters per second. Give your 
answer rounded off to the nearest integer."
449,12476874617,"An artificial fore-arm has a moment-of-inertia around the center of mass as 0.3kg.m^2.  
The mass of the artificial fore-arm is 3 kg. If the distance from the elbow joint to the 
center of mass of the fore-arm is 20 cm, the moment-of-inertia of the fore-arm about 
the elbow joint is ______ kg.m^2. Give your answer rounded off to two decimal places."
450,12476874618,"Consider the following sample of numbers:  9, 18, 11, 14, 15, 17, 10, 69, 11, 13 The median of the sample is "
451,12476874619,"The number of coins of ₹1, ₹5, and ₹10 denominations that a person has are in the  ratio 5:3:13. Of the total amount, the percentage of money in ₹5 coins is"
452,12476874620,"A rectangular paper of 20 cm × 8 cm is folded 3 times. Each fold is made along the line of symmetry, which is perpendicular to its long edge. The perimeter of the final folded sheet (in cm) is"
453,12476874621,How many independent material constants in solids are required to define isotropic materials?
454,12476874622,The arc length of the one arch of the cycloid given by 𝑥=𝑡− sin𝑡 and 𝑦=1− cos𝑡 is ________. 
455,12476874623,"A 10 m long pipe with inlet and outlet diameters of 40 cm and 20 cm respectively, is carrying an incompressible fluid with a flow rate of 0.04 m3/s. The ratio of the velocity at the outlet to that at the inlet is _____ (rounded off to one decimal place)"
456,12476874624,An 80 m long barge with rectangular cross-section of 12 m beam and 4 m draft floats at even keel. The transverse metacenter (KM) above the keel is _______ m.
457,12476874625,A 100 m long ship has a cruising speed of 25 knots. A geometrically similar model of 4 m length is used for resistance prediction in a towing tank. The corresponding speed of the model is ___________ knots.
458,12476874626,"A cube-shaped pontoon with 200 tonnes of mass placed on it, floats with a freeboard of 1 m in fresh water. When the mass is removed, the pontoon floats with a freeboard of 3 m. The length of the pontoon is ______ m (rounded off to two decimal places)."
459,12476874627,"If 𝑋 is a Poisson random variable with mean 𝜇=1, then the conditional probability of the event {𝑋≥2} given that the event {𝑋≥4} has occurred, is ________ (rounded off to two decimal places)."
460,12476874628,A ship travelling in head seas experiences a bending moment of 200 MN-m. The ship’s cross section is assumed to be a box girder of 30 m beam and 10 m depth with a 10 mm plate thickness. The maximum bending stress is _______ MPa (rounded off to the nearest integer).
461,12476874629,"A single degree of freedom system has a mass, stiffness and damping of 200 kg,     20 N/m and 62 N-s/m respectively. For a forced oscillation system, if the excitation frequency is equal to the undamped natural frequency, then the dynamic magnification factor is ________ (rounded off to three decimal places)."
462,12476874630,"Consider a thin-walled closed cylindrical steel vessel with an internal pressure of    2 N/mm2. The inner diameter is 1 m, and the thickness of the wall is 10 mm. The hoop stress is _______ N/mm2 (rounded off to one decimal place)."
